new_id,person_id,trip_id,new_trip_id,home_municipality,origin_municipality,dest_municipality,origin_postcode,dest_postcode,amsterdam_neighborhood,trip_purpose,mode_detailed,mode_class,mode_role,n_legs,month,weekday,is_holiday,departure_hour,departure_minute,travel_time_min,distance_hm,age,gender,income_decile,has_driving_license,n_cars_household,weight_trip,weight_person,distance_km,n_transfers,has_transfer,is_peak,chosen_mode,city,age_band,income_quintile
0.0,270202987969.0,27020298796902.0,1.0,363.0,363.0,363.0,1082,1097,0363MP,1.0,8.0,5.0,4.0,1.0,2.0,3.0,0.0,15.0,15.0,45.0,78.0,56.0,1.0,3.0,0.0,0.0,262258.3478821851,718.5160215950276,7.8,0,0,0,bike,Amsterdam,8,2
1.0,270209676969.0,27020967696901.0,1.0,363.0,363.0,363.0,1094,1019,0363EH,1.0,8.0,5.0,4.0,1.0,3.0,2.0,0.0,8.0,45.0,10.0,10.0,30.0,2.0,8.0,0.0,0.0,168883.498519222,462.69451649101916,1.0,0,0,1,bike,Amsterdam,6,4
0.0,270209676969.0,27020967696902.0,1.0,363.0,363.0,363.0,1019,1051,0363EH,1.0,8.0,5.0,4.0,1.0,3.0,2.0,0.0,17.0,30.0,30.0,80.0,30.0,2.0,8.0,0.0,0.0,168883.498519222,462.69451649101916,8.0,0,0,1,bike,Amsterdam,6,4
1.0,270256179869.0,27025617986901.0,1.0,363.0,363.0,363.0,1105,1043,0363TA,1.0,5.0,4.0,4.0,3.0,11.0,6.0,0.0,8.0,5.0,59.0,206.0,32.0,1.0,4.0,0.0,0.0,145861.911080496,399.62167419313977,20.6,2,1,1,pt,Amsterdam,6,2
1.0,270291988869.0,27029198886901.0,1.0,363.0,363.0,362.0,1064,1181,0363FE,1.0,1.0,1.0,1.0,1.0,12.0,6.0,0.0,9.0,30.0,20.0,160.0,58.0,2.0,7.0,1.0,2.0,48913.41220824949,134.009348515752,16.0,0,0,0,car,Amsterdam,8,4
1.0,270295164969.0,27029516496901.0,1.0,363.0,363.0,363.0,1383,1382,0363SE,1.0,8.0,5.0,4.0,1.0,6.0,2.0,0.0,7.0,25.0,15.0,35.0,56.0,2.0,10.0,1.0,2.0,53365.55434316958,146.2069982004646,3.5,0,0,1,bike,Amsterdam,8,5
0.0,270295164969.0,27029516496902.0,1.0,363.0,363.0,363.0,1382,1383,0363SE,1.0,8.0,5.0,4.0,1.0,6.0,2.0,0.0,16.0,30.0,15.0,35.0,56.0,2.0,10.0,1.0,2.0,53365.55434316958,146.2069982004646,3.5,0,0,0,bike,Amsterdam,8,5
0.0,270312989869.0,27031298986905.0,1.0,363.0,363.0,363.0,1013,1015,0363AA,1.0,8.0,5.0,4.0,1.0,11.0,4.0,0.0,9.0,15.0,10.0,20.0,45.0,1.0,10.0,1.0,1.0,94225.79223957317,258.1528554508854,2.0,0,0,0,bike,Amsterdam,7,5
0.0,270312989869.0,27031298986907.0,1.0,363.0,363.0,363.0,1056,1015,0363AA,1.0,8.0,5.0,4.0,1.0,11.0,4.0,0.0,12.0,0.0,15.0,50.0,45.0,1.0,10.0,1.0,1.0,94225.79223957317,258.1528554508854,5.0,0,0,0,bike,Amsterdam,7,5
0.0,270312989869.0,27031298986908.0,1.0,363.0,363.0,363.0,1015,1013,0363AA,1.0,8.0,5.0,4.0,1.0,11.0,4.0,0.0,12.0,20.0,10.0,10.0,45.0,1.0,10.0,1.0,1.0,94225.79223957317,258.1528554508854,1.0,0,0,0,bike,Amsterdam,7,5
0.0,270358675969.0,27035867596904.0,1.0,363.0,363.0,363.0,1018,1081,0363KE,1.0,8.0,5.0,4.0,1.0,4.0,2.0,0.0,12.0,35.0,27.0,59.0,23.0,1.0,2.0,1.0,0.0,195337.23947639312,535.1705191134058,5.9,0,0,0,bike,Amsterdam,5,1
0.0,270358675969.0,27035867596905.0,1.0,363.0,363.0,363.0,1081,1072,0363KE,1.0,8.0,5.0,4.0,1.0,4.0,2.0,0.0,17.0,33.0,17.0,32.0,23.0,1.0,2.0,1.0,0.0,195337.23947639312,535.1705191134058,3.2,0,0,1,bike,Amsterdam,5,1
1.0,270412983969.0,27041298396901.0,1.0,363.0,344.0,344.0,3571,3512,0363EC,1.0,8.0,5.0,4.0,1.0,7.0,3.0,0.0,8.0,15.0,15.0,35.0,65.0,2.0,9.0,1.0,0.0,169494.42167810345,464.36827857014646,3.5,0,0,1,bike,Amsterdam,9,5
0.0,270412983969.0,27041298396902.0,1.0,363.0,344.0,344.0,3512,3571,0363EC,1.0,8.0,5.0,4.0,1.0,7.0,3.0,0.0,17.0,0.0,30.0,35.0,65.0,2.0,9.0,1.0,0.0,169494.42167810345,464.36827857014646,3.5,0,0,1,bike,Amsterdam,9,5
0.0,270422988969.0,27042298896903.0,1.0,363.0,363.0,363.0,1097,1106,0363MM,1.0,5.0,4.0,4.0,1.0,1.0,3.0,0.0,13.0,30.0,45.0,89.0,71.0,2.0,3.0,1.0,0.0,134258.92326848628,367.8326664890035,8.9,0,0,0,pt,Amsterdam,9,2
0.0,270422988969.0,27042298896904.0,1.0,363.0,363.0,363.0,1106,1097,0363MM,1.0,5.0,4.0,4.0,1.0,1.0,3.0,0.0,15.0,0.0,45.0,89.0,71.0,2.0,3.0,1.0,0.0,134258.92326848628,367.8326664890035,8.9,0,0,0,pt,Amsterdam,9,2
1.0,270476068969.0,27047606896901.0,1.0,363.0,363.0,1696.0,1382,1243,0363SC,1.0,7.0,5.0,4.0,1.0,1.0,3.0,0.0,5.0,25.0,22.0,87.0,30.0,1.0,7.0,0.0,1.0,9997.24792451607,27.389720341139917,8.7,0,0,0,bike,Amsterdam,6,4
0.0,270476068969.0,27047606896902.0,1.0,363.0,1696.0,363.0,1243,1382,0363SC,1.0,7.0,5.0,4.0,1.0,1.0,3.0,0.0,17.0,5.0,21.0,87.0,30.0,1.0,7.0,0.0,1.0,9997.24792451607,27.389720341139917,8.7,0,0,1,bike,Amsterdam,6,4
1.0,270491980969.0,27049198096901.0,1.0,363.0,363.0,363.0,1074,1053,0363KF,1.0,7.0,5.0,4.0,1.0,9.0,5.0,0.0,13.0,20.0,15.0,28.0,25.0,2.0,2.0,1.0,0.0,158094.19383324514,433.13477762532915,2.8,0,0,0,bike,Amsterdam,5,1
0.0,270491980969.0,27049198096902.0,1.0,363.0,363.0,363.0,1053,1074,0363KF,1.0,7.0,5.0,4.0,1.0,9.0,5.0,0.0,18.0,30.0,15.0,28.0,25.0,2.0,2.0,1.0,0.0,158094.19383324514,433.13477762532915,2.8,0,0,1,bike,Amsterdam,5,1
1.0,270498673969.0,27049867396901.0,1.0,363.0,363.0,363.0,1096,1073,0363MQ,1.0,8.0,5.0,4.0,1.0,6.0,5.0,0.0,9.0,0.0,15.0,27.0,31.0,1.0,9.0,1.0,1.0,53265.89584914275,145.93396123052807,2.7,0,0,0,bike,Amsterdam,6,5
0.0,270498674969.0,27049867496903.0,1.0,363.0,363.0,363.0,1011,1016,0363AF,1.0,7.0,5.0,4.0,1.0,6.0,5.0,0.0,16.0,0.0,10.0,20.0,27.0,1.0,4.0,1.0,0.0,146445.95230787265,401.22178714485653,2.0,0,0,0,bike,Amsterdam,5,2
1.0,270546164969.0,27054616496901.0,1.0,363.0,363.0,363.0,1106,1106,0363TM,1.0,1.0,1.0,1.0,1.0,6.0,2.0,0.0,7.0,40.0,5.0,30.0,50.0,2.0,10.0,1.0,3.0,63184.48103836579,173.10816722839942,3.0,0,0,1,car,Amsterdam,8,5
0.0,270602985969.0,27060298596902.0,1.0,363.0,363.0,363.0,1011,1012,0363AG,1.0,8.0,5.0,4.0,1.0,4.0,4.0,0.0,9.0,20.0,10.0,12.0,28.0,1.0,6.0,1.0,0.0,200015.36468310782,547.9873005016652,1.2,0,0,0,bike,Amsterdam,5,3
0.0,270602985969.0,27060298596903.0,1.0,363.0,363.0,363.0,1012,1017,0363AG,1.0,8.0,5.0,4.0,1.0,4.0,4.0,0.0,17.0,10.0,7.0,13.0,28.0,1.0,6.0,1.0,0.0,200015.36468310782,547.9873005016652,1.3,0,0,1,bike,Amsterdam,5,3
0.0,270612987869.0,27061298786906.0,1.0,363.0,363.0,363.0,1059,1059,0363KA,1.0,7.0,5.0,4.0,1.0,12.0,5.0,0.0,17.0,31.0,11.0,20.0,51.0,1.0,9.0,0.0,1.0,92637.75622627768,253.80207185281557,2.0,0,0,1,bike,Amsterdam,8,5
0.0,270612987869.0,27061298786907.0,1.0,363.0,363.0,363.0,1059,1058,0363KA,1.0,7.0,5.0,4.0,1.0,12.0,5.0,0.0,18.0,1.0,10.0,20.0,51.0,1.0,9.0,0.0,1.0,92637.75622627768,253.80207185281557,2.0,0,0,1,bike,Amsterdam,8,5
1.0,270671981969.0,27067198196901.0,1.0,363.0,363.0,363.0,1052,1016,0363EP,1.0,8.0,5.0,4.0,1.0,9.0,6.0,0.0,9.0,0.0,15.0,18.0,35.0,2.0,5.0,0.0,0.0,240562.01046239512,659.0740012668359,1.8,0,0,0,bike,Amsterdam,6,3
0.0,270671981969.0,27067198196902.0,1.0,363.0,363.0,363.0,1016,1052,0363EP,1.0,8.0,5.0,4.0,1.0,9.0,6.0,0.0,18.0,0.0,15.0,18.0,35.0,2.0,5.0,0.0,0.0,240562.01046239512,659.0740012668359,1.8,0,0,1,bike,Amsterdam,6,3
1.0,270746174969.0,27074617496901.0,1.0,363.0,363.0,344.0,1102,3528,0363TB,1.0,1.0,1.0,1.0,1.0,5.0,3.0,0.0,8.0,20.0,40.0,372.0,30.0,1.0,7.0,1.0,1.0,159054.3512729025,435.7653459531575,37.2,0,0,1,car,Amsterdam,6,4
0.0,270746174969.0,27074617496902.0,1.0,363.0,344.0,363.0,3528,1102,0363TB,1.0,1.0,1.0,1.0,1.0,5.0,3.0,0.0,17.0,0.0,45.0,372.0,30.0,1.0,7.0,1.0,1.0,159054.3512729025,435.7653459531575,37.2,0,0,1,car,Amsterdam,6,4
0.0,270746174969.0,27074617496903.0,1.0,363.0,363.0,363.0,1102,1011,0363TB,1.0,5.0,4.0,4.0,3.0,5.0,3.0,0.0,17.0,55.0,20.0,104.0,30.0,1.0,7.0,1.0,1.0,159054.3512729025,435.7653459531575,10.4,2,1,1,pt,Amsterdam,6,4
0.0,270746174969.0,27074617496904.0,1.0,363.0,363.0,384.0,1011,1112,0363TB,1.0,5.0,4.0,4.0,3.0,5.0,3.0,0.0,19.0,40.0,20.0,104.0,30.0,1.0,7.0,1.0,1.0,159054.3512729025,435.7653459531575,10.4,2,1,0,pt,Amsterdam,6,4
1.0,270778679869.0,27077867986901.0,1.0,363.0,363.0,363.0,1018,1019,0363AK,1.0,8.0,5.0,4.0,1.0,10.0,5.0,0.0,7.0,25.0,5.0,9.0,38.0,2.0,5.0,1.0,0.0,97329.75316041951,266.6568579737521,0.9,0,0,1,bike,Amsterdam,6,3
1.0,270788677969.0,27078867796901.0,1.0,363.0,363.0,363.0,1062,1092,0363FP,1.0,8.0,5.0,4.0,1.0,2.0,4.0,0.0,6.0,40.0,30.0,68.0,30.0,2.0,4.0,1.0,0.0,129266.63334444405,354.15515984779194,6.8,0,0,0,bike,Amsterdam,6,2
0.0,270788677969.0,27078867796902.0,1.0,363.0,363.0,363.0,1092,1062,0363FP,1.0,8.0,5.0,4.0,1.0,2.0,4.0,0.0,15.0,35.0,30.0,66.0,30.0,2.0,4.0,1.0,0.0,129266.63334444405,354.15515984779194,6.6,0,0,0,bike,Amsterdam,6,2
1.0,270791986969.0,27079198696901.0,1.0,363.0,363.0,363.0,1033,1012,0363NC,1.0,8.0,5.0,4.0,1.0,3.0,5.0,0.0,9.0,0.0,30.0,65.0,40.0,1.0,7.0,1.0,0.0,105534.77714857296,289.13637574951497,6.5,0,0,0,bike,Amsterdam,7,4
0.0,270791986969.0,27079198696902.0,1.0,363.0,363.0,363.0,1012,1033,0363NC,1.0,8.0,5.0,4.0,1.0,3.0,5.0,0.0,17.0,0.0,30.0,65.0,40.0,1.0,7.0,1.0,0.0,105534.77714857296,289.13637574951497,6.5,0,0,1,bike,Amsterdam,7,4
1.0,270881988869.0,27088198886901.0,1.0,363.0,363.0,363.0,1017,1012,0363AH,1.0,8.0,5.0,4.0,1.0,11.0,3.0,0.0,8.0,15.0,15.0,17.0,34.0,2.0,10.0,0.0,0.0,166071.06620582097,454.9892224817013,1.7,0,0,1,bike,Amsterdam,6,5
0.0,270881988869.0,27088198886903.0,1.0,363.0,363.0,363.0,1012,1017,0363AH,1.0,8.0,5.0,4.0,2.0,11.0,3.0,0.0,22.0,10.0,30.0,25.0,34.0,2.0,10.0,0.0,0.0,166071.06620582097,454.9892224817013,2.5,0,0,0,bike,Amsterdam,6,5
1.0,270895178869.0,27089517886901.0,1.0,363.0,363.0,384.0,1382,1111,0363SC,1.0,1.0,1.0,1.0,1.0,12.0,5.0,0.0,8.0,30.0,20.0,150.0,37.0,2.0,5.0,1.0,1.0,33787.205761822224,92.56768701869102,15.0,0,0,1,car,Amsterdam,6,3
0.0,270895178869.0,27089517886902.0,1.0,363.0,384.0,363.0,1111,1382,0363SC,1.0,1.0,1.0,1.0,1.0,12.0,5.0,0.0,18.0,0.0,20.0,150.0,37.0,2.0,5.0,1.0,1.0,33787.205761822224,92.56768701869102,15.0,0,0,1,car,Amsterdam,6,3
1.0,270898677869.0,27089867786901.0,1.0,363.0,363.0,363.0,1011,1081,0363AF,1.0,8.0,5.0,4.0,1.0,11.0,3.0,0.0,8.0,30.0,30.0,81.0,27.0,2.0,6.0,1.0,0.0,126034.04587512815,345.2987558222689,8.1,0,0,1,bike,Amsterdam,5,3
0.0,270898677869.0,27089867786902.0,1.0,363.0,363.0,363.0,1081,1011,0363AF,1.0,8.0,5.0,4.0,1.0,11.0,3.0,0.0,18.0,0.0,30.0,81.0,27.0,2.0,6.0,1.0,0.0,126034.04587512815,345.2987558222689,8.1,0,0,1,bike,Amsterdam,5,3
0.0,270902986969.0,27090298696903.0,1.0,363.0,363.0,363.0,1072,1082,0363KE,1.0,8.0,5.0,4.0,1.0,3.0,3.0,0.0,13.0,30.0,20.0,40.0,75.0,2.0,2.0,1.0,0.0,79020.46323127126,216.49441981170207,4.0,0,0,0,bike,Amsterdam,9,1
0.0,270902986969.0,27090298696904.0,1.0,363.0,363.0,363.0,1082,1072,0363KE,1.0,8.0,5.0,4.0,1.0,3.0,3.0,0.0,18.0,30.0,20.0,40.0,75.0,2.0,2.0,1.0,0.0,79020.46323127126,216.49441981170207,4.0,0,0,1,bike,Amsterdam,9,1
0.0,271022989869.0,27102298986903.0,1.0,363.0,363.0,363.0,1092,1031,0363KG,1.0,8.0,5.0,4.0,1.0,11.0,4.0,0.0,8.0,55.0,25.0,50.0,48.0,1.0,4.0,1.0,1.0,137990.0229330327,378.05485735077457,5.0,0,0,1,bike,Amsterdam,7,2
1.0,271102985969.0,27110298596901.0,1.0,363.0,363.0,363.0,1059,1018,0363KA,1.0,8.0,5.0,4.0,1.0,4.0,3.0,0.0,8.0,50.0,20.0,53.0,40.0,2.0,5.0,1.0,0.0,142211.78142589433,389.62131897505293,5.3,0,0,1,bike,Amsterdam,7,3
0.0,271168671969.0,27116867196903.0,1.0,363.0,363.0,363.0,1058,1058,0363ED,1.0,7.0,5.0,4.0,1.0,9.0,3.0,0.0,8.0,55.0,7.0,9.0,37.0,2.0,9.0,1.0,1.0,192131.53250279734,526.3877602816366,0.9,0,0,1,bike,Amsterdam,6,5
1.0,271191989869.0,27119198986901.0,1.0,363.0,363.0,363.0,1058,1083,0363ER,1.0,8.0,5.0,4.0,1.0,10.0,2.0,0.0,8.0,0.0,20.0,32.0,57.0,1.0,10.0,1.0,1.0,105341.90334150426,288.60795436028565,3.2,0,0,1,bike,Amsterdam,8,5
0.0,271238670969.0,27123867096902.0,1.0,363.0,363.0,363.0,1011,1055,0363EE,1.0,3.0,4.0,4.0,2.0,10.0,2.0,0.0,17.0,15.0,20.0,33.0,26.0,2.0,1.0,0.0,0.0,264932.46822395234,725.8423786957599,3.3,1,1,1,pt,Amsterdam,5,1
1.0,271278675969.0,27127867596901.0,1.0,363.0,363.0,363.0,1033,1021,0363NA,1.0,3.0,4.0,4.0,1.0,4.0,6.0,0.0,8.0,5.0,20.0,70.0,56.0,2.0,3.0,1.0,0.0,134382.98550288694,368.172563021608,7.0,0,0,1,pt,Amsterdam,8,2
0.0,271278675969.0,27127867596902.0,1.0,363.0,363.0,363.0,1021,1033,0363NA,1.0,3.0,4.0,4.0,1.0,4.0,6.0,0.0,15.0,8.0,37.0,70.0,56.0,2.0,3.0,1.0,0.0,134382.98550288694,368.172563021608,7.0,0,0,0,pt,Amsterdam,8,2
1.0,271278677969.0,27127867796901.0,1.0,363.0,363.0,363.0,1054,1075,0363EU,1.0,1.0,1.0,1.0,1.0,3.0,6.0,0.0,8.0,30.0,15.0,30.0,49.0,1.0,10.0,1.0,2.0,63724.38225765569,174.58734865111148,3.0,0,0,1,car,Amsterdam,7,5
1.0,271291988969.0,27129198896901.0,1.0,363.0,363.0,344.0,1079,3528,0363KM,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,8.0,0.0,45.0,270.0,57.0,1.0,10.0,1.0,2.0,76066.22103146315,208.40060556565248,27.0,0,0,1,car,Amsterdam,8,5
0.0,271291988969.0,27129198896902.0,1.0,363.0,344.0,363.0,3528,1079,0363KM,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,17.0,15.0,60.0,270.0,57.0,1.0,10.0,1.0,2.0,76066.22103146315,208.40060556565248,27.0,0,0,1,car,Amsterdam,8,5
1.0,271295166969.0,27129516696901.0,1.0,363.0,363.0,363.0,1382,1105,0363SC,1.0,8.0,5.0,4.0,1.0,4.0,2.0,0.0,7.0,15.0,35.0,83.0,55.0,1.0,10.0,1.0,1.0,32980.58466415227,90.35776620315691,8.3,0,0,1,bike,Amsterdam,8,5
0.0,271295166969.0,27129516696902.0,1.0,363.0,363.0,363.0,1105,1382,0363SC,1.0,8.0,5.0,4.0,1.0,4.0,2.0,0.0,17.0,55.0,35.0,83.0,55.0,1.0,10.0,1.0,1.0,32980.58466415227,90.35776620315691,8.3,0,0,1,bike,Amsterdam,8,5
1.0,271322982969.0,27132298296901.0,1.0,363.0,363.0,479.0,1013,1506,0363EB,1.0,8.0,5.0,4.0,1.0,7.0,2.0,0.0,8.0,20.0,40.0,90.0,31.0,1.0,8.0,0.0,0.0,80153.30665431423,219.5981004227787,9.0,0,0,1,bike,Amsterdam,6,4
0.0,271322982969.0,27132298296902.0,1.0,363.0,479.0,363.0,1506,1013,0363EB,1.0,8.0,5.0,4.0,1.0,7.0,2.0,0.0,17.0,20.0,40.0,90.0,31.0,1.0,8.0,0.0,0.0,80153.30665431423,219.5981004227787,9.0,0,0,1,bike,Amsterdam,6,4
1.0,271338676969.0,27133867696901.0,1.0,363.0,363.0,363.0,1012,1013,0363AD,1.0,8.0,5.0,4.0,1.0,3.0,6.0,0.0,8.0,0.0,22.0,20.0,29.0,2.0,8.0,0.0,0.0,183062.00543195647,501.5397409094698,2.0,0,0,1,bike,Amsterdam,5,4
0.0,271338676969.0,27133867696902.0,1.0,363.0,363.0,363.0,1013,1012,0363AD,1.0,8.0,5.0,4.0,1.0,3.0,6.0,0.0,17.0,35.0,25.0,20.0,29.0,2.0,8.0,0.0,0.0,183062.00543195647,501.5397409094698,2.0,0,0,1,bike,Amsterdam,5,4
0.0,271391987969.0,27139198796902.0,1.0,363.0,363.0,363.0,1097,1011,0363MN,1.0,8.0,5.0,4.0,1.0,3.0,2.0,0.0,8.0,41.0,14.0,31.0,42.0,2.0,10.0,1.0,1.0,153299.7807231693,419.99939924155973,3.1,0,0,1,bike,Amsterdam,7,5
0.0,271391987969.0,27139198796903.0,1.0,363.0,363.0,363.0,1011,1098,0363MN,1.0,8.0,5.0,4.0,1.0,3.0,2.0,0.0,18.0,10.0,15.0,40.0,42.0,2.0,10.0,1.0,1.0,153299.7807231693,419.99939924155973,4.0,0,0,1,bike,Amsterdam,7,5
1.0,271398674969.0,27139867496901.0,1.0,363.0,363.0,363.0,1035,1063,0363NA,1.0,8.0,5.0,4.0,3.0,5.0,3.0,0.0,8.0,30.0,45.0,120.0,47.0,1.0,9.0,1.0,1.0,64594.869618829696,176.97224553104027,12.0,0,0,1,bike,Amsterdam,7,5
0.0,271398674969.0,27139867496902.0,1.0,363.0,363.0,363.0,1063,1035,0363NA,1.0,8.0,5.0,4.0,3.0,5.0,3.0,0.0,16.0,0.0,45.0,110.0,47.0,1.0,9.0,1.0,1.0,64594.869618829696,176.97224553104027,11.0,0,0,0,bike,Amsterdam,7,5
1.0,271402988869.0,27140298886901.0,1.0,363.0,363.0,479.0,1035,1506,0363ND,1.0,7.0,5.0,4.0,1.0,11.0,3.0,0.0,7.0,15.0,35.0,95.0,59.0,2.0,10.0,1.0,1.0,127564.8964136303,349.49286688665836,9.5,0,0,1,bike,Amsterdam,8,5
1.0,271412986969.0,27141298696901.0,1.0,363.0,363.0,356.0,1082,3439,0363KQ,1.0,1.0,1.0,1.0,1.0,3.0,5.0,0.0,8.0,0.0,30.0,430.0,48.0,1.0,9.0,1.0,2.0,110078.18904202207,301.5840795671838,43.0,0,0,1,car,Amsterdam,7,5
1.0,271422980969.0,27142298096901.0,1.0,363.0,363.0,363.0,1078,1019,0363KK,1.0,8.0,5.0,4.0,1.0,9.0,6.0,0.0,11.0,30.0,23.0,60.0,69.0,1.0,5.0,1.0,1.0,88356.14856583059,242.07163990638517,6.0,0,0,0,bike,Amsterdam,9,3
0.0,271422980969.0,27142298096902.0,1.0,363.0,363.0,363.0,1019,1079,0363KK,1.0,8.0,5.0,4.0,1.0,9.0,6.0,0.0,14.0,30.0,25.0,65.0,69.0,1.0,5.0,1.0,1.0,88356.14856583059,242.07163990638517,6.5,0,0,0,bike,Amsterdam,9,3
0.0,271422980969.0,27142298096903.0,1.0,363.0,363.0,363.0,1079,1078,0363KK,1.0,8.0,5.0,4.0,1.0,9.0,6.0,0.0,15.0,13.0,5.0,5.0,69.0,1.0,5.0,1.0,1.0,88356.14856583059,242.07163990638517,0.5,0,0,0,bike,Amsterdam,9,3
0.0,271422980969.0,27142298096904.0,1.0,363.0,363.0,363.0,1078,1019,0363KK,1.0,8.0,5.0,4.0,1.0,9.0,6.0,0.0,18.0,38.0,20.0,60.0,69.0,1.0,5.0,1.0,1.0,88356.14856583059,242.07163990638517,6.0,0,0,1,bike,Amsterdam,9,3
0.0,271422980969.0,27142298096905.0,1.0,363.0,363.0,363.0,1019,1078,0363KK,1.0,8.0,5.0,4.0,1.0,9.0,6.0,0.0,20.0,56.0,23.0,60.0,69.0,1.0,5.0,1.0,1.0,88356.14856583059,242.07163990638517,6.0,0,0,0,bike,Amsterdam,9,3
1.0,271448678969.0,27144867896901.0,1.0,363.0,363.0,394.0,1065,1117,0363FN,1.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,7.0,35.0,20.0,140.0,32.0,1.0,5.0,1.0,1.0,97105.62559187712,266.0428098407592,14.0,0,0,1,car,Amsterdam,6,3
1.0,271458677969.0,27145867796901.0,1.0,363.0,363.0,363.0,1056,1082,0363EK,1.0,8.0,5.0,4.0,1.0,2.0,5.0,0.0,7.0,40.0,20.0,55.0,49.0,1.0,5.0,1.0,0.0,171943.23737124403,471.0773626609426,5.5,0,0,1,bike,Amsterdam,7,3
0.0,271458677969.0,27145867796902.0,1.0,363.0,363.0,363.0,1082,1056,0363EK,1.0,8.0,5.0,4.0,1.0,2.0,5.0,0.0,14.0,40.0,20.0,55.0,49.0,1.0,5.0,1.0,0.0,171943.23737124403,471.0773626609426,5.5,0,0,0,bike,Amsterdam,7,3
1.0,271491988969.0,27149198896901.0,1.0,363.0,363.0,363.0,1069,1075,0363FJ,1.0,4.0,4.0,4.0,2.0,1.0,3.0,0.0,9.0,0.0,31.0,51.0,45.0,1.0,9.0,1.0,2.0,43176.7158180698,118.29237210430084,5.1,1,1,0,pt,Amsterdam,7,5
0.0,271491988969.0,27149198896902.0,1.0,363.0,363.0,363.0,1075,1069,0363FJ,1.0,4.0,4.0,4.0,3.0,1.0,3.0,0.0,19.0,0.0,45.0,61.0,45.0,1.0,9.0,1.0,2.0,43176.7158180698,118.29237210430084,6.1,2,1,0,pt,Amsterdam,7,5
