person_id,trip_id,trip_purpose,mode_detailed,travel_time_min,distance_km,departure_hour,weekday,is_holiday,age_band,gender,income_quintile,has_driving_license,n_cars_household,weight_trip,weight_person,city,is_peak,chosen_mode,n_transfers,has_transfer,n_legs
2023011618,2023134901,1,3,25.0,15.288768000000001,5,3,3,9,1,3,1,2,0.65425408807739,0.66428604188309,London,0,car,0,0,1
2023015887,2023184562,1,10,60.0,14.339255040000001,6,1,3,6,1,5,1,0,1.1919805263944,1.07434977341032,London,1,pt,2,1,3
2023003206,2023037061,1,3,30.0,4.828032,7,2,4,6,1,1,1,1,1.75736982523816,1.67239199422608,London,1,car,0,0,1
2023000308,2023003459,1,3,30.0,16.09344,7,3,3,7,2,4,1,2,1.02045493516817,1.02362925674672,London,1,car,0,0,1
2023014646,2023170546,1,10,60.0,24.944832,7,4,3,5,2,5,1,4,0.69194009212212,0.69899773371049,London,1,pt,1,1,2
2023012523,2023144860,1,10,45.0,22.530816,7,3,3,7,1,5,1,1,0.49620246869797,0.54612309465553,London,1,pt,2,1,3
2023015393,2023179482,1,3,80.0,24.14016,7,2,3,8,1,4,1,1,1.06224614619551,1.00348941732929,London,1,car,0,0,1
2023000478,2023005361,1,10,70.0,19.312128,7,5,3,6,1,5,1,2,0.65033133540307,0.65440595076195,London,1,pt,2,1,3
2023003958,2023044857,1,3,65.0,17.702784,7,5,3,6,1,2,1,1,1.24041882282295,1.1619721680277,London,1,car,0,0,1
2023000020,2023000201,1,3,60.0,24.14016,8,2,3,5,2,2,1,1,1.20543666965034,1.18592629137997,London,1,car,0,0,1
2023000004,2023000084,1,3,30.0,16.09344,8,4,3,8,1,3,1,2,1.12120827221161,0.97713206611482,London,1,car,0,0,1
2023008788,2023100059,1,10,30.0,6.437376,8,4,4,6,2,1,1,0,0.98147062347435,0.88527013808408,London,1,pt,0,0,1
2023003197,2023037013,1,3,15.0,3.218688,8,4,4,8,1,1,1,1,1.55608932215223,1.20421713682957,London,1,car,0,0,1
2023014380,2023167622,1,10,60.0,11.265408,8,1,3,5,2,4,1,0,1.33402103792447,1.42817338756057,London,1,pt,0,0,1
2023012518,2023144829,1,10,30.0,3.218688,8,2,3,6,2,5,1,0,1.22433206044548,1.13290741173158,London,1,pt,0,0,1
2023009803,2023112134,1,7,55.0,8.04672,8,2,3,9,1,3,1,0,1.02045473914982,1.01116991126441,London,1,pt,0,0,1
2023000190,2023002189,1,3,35.0,8.04672,8,1,3,8,2,4,1,1,0.79186186758639,0.87256413201711,London,1,car,0,0,1
2023005660,2023064607,1,3,15.0,1.609344,8,3,3,7,2,2,1,1,3.11441051017863,2.30916619897713,London,1,car,0,0,1
2023010923,2023126512,1,3,30.0,6.437376,9,4,3,7,1,2,1,1,0.65317479219389,0.66766184017288,London,1,car,0,0,1
2023000994,2023011501,1,7,20.0,1.609344,9,5,3,5,2,1,0,0,1.90413901966449,1.96209633334716,London,1,pt,0,0,1
2023013879,2023161344,1,3,25.0,11.909145600000002,11,5,3,8,1,1,1,1,0.63921086418948,0.69596232622861,London,0,car,0,0,1
2023004692,2023053701,1,3,15.0,2.414016,12,2,3,9,2,1,1,1,0.96475937764625,0.91354355212684,London,0,car,0,0,1
2023005374,2023061325,1,3,75.0,16.09344,12,4,3,8,2,3,1,1,1.06595734991928,1.09334276820877,London,0,car,0,0,1
2023005270,2023060202,1,10,40.0,12.874752,13,4,3,8,2,2,1,2,0.73057662856343,0.68757595631883,London,0,pt,0,0,1
2023009631,2023109719,1,10,60.0,11.265408,14,1,4,8,1,1,0,0,0.98629808900313,0.91683938035215,London,0,pt,0,0,1
2023004770,2023054511,1,7,30.0,4.828032,14,4,3,9,2,3,0,1,1.26925350959663,1.12488785061851,London,0,pt,0,0,1
2023009891,2023113147,1,3,30.0,11.587276800000001,15,5,4,6,2,4,1,2,0.86345083895154,0.79372907273767,London,0,car,0,0,1
2023014091,2023163935,1,3,25.0,9.656064,16,1,3,8,2,4,1,1,0.67487656458802,0.7659443076153,London,1,car,0,0,1
2023015767,2023183332,1,3,20.0,4.828032,17,1,2,6,1,1,1,1,0.69547590380197,0.76865776431102,London,1,car,0,0,1
2023015425,2023179748,1,10,60.0,16.09344,17,3,3,5,1,3,0,1,1.6343944703822,1.57298947475491,London,1,pt,0,0,1
2023014035,2023163298,1,3,15.0,3.218688,17,3,3,8,1,3,1,2,0.65673416692308,0.68845956112095,London,1,car,0,0,1
2023003958,2023044852,1,3,55.0,17.702784,17,2,3,6,1,2,1,1,1.18956445985527,1.1619721680277,London,1,car,0,0,1
2023004406,2023050214,1,10,20.0,8.04672,17,3,3,6,1,5,1,1,1.30790833130514,1.20533904461749,London,1,pt,0,0,1
2023002855,2023033160,1,2,30.0,9.656064,17,3,4,6,1,5,1,1,1.39239664053981,1.49678721697914,London,1,bike,0,0,1
2023003974,2023045052,1,7,40.0,8.04672,18,5,3,6,1,1,0,0,1.83131176975713,1.60197342134678,London,1,pt,0,0,1
2023007964,2023091273,1,3,30.0,19.312128,18,5,4,6,1,4,1,1,0.95280945461519,0.87875871154382,London,1,car,0,0,1
2023010299,2023118245,1,3,10.0,3.218688,18,4,3,6,1,5,1,1,0.89505767895419,0.732045400974,London,1,car,0,0,1
2023010299,2023118241,1,3,10.0,3.218688,18,2,3,6,1,5,1,1,0.85836234085946,0.732045400974,London,1,car,0,0,1
2023014023,2023163215,1,3,30.0,17.702784,18,1,3,7,1,4,1,2,0.710795537232,0.77808833624485,London,1,car,0,0,1
2023011452,2023133249,1,3,50.0,41.842944,18,1,3,7,1,5,1,1,1.00129625368961,0.96610219828178,London,1,car,0,0,1
2023009316,2023106387,1,10,25.0,9.656064,18,3,4,6,1,4,0,0,1.09375758403906,1.0473232230032,London,1,pt,0,0,1
2023003244,2023037336,1,7,30.0,3.218688,19,2,4,7,1,5,1,0,1.13746990604529,1.06951097682312,London,1,pt,0,0,1
2023009901,2023113264,1,3,30.0,12.874752,20,3,4,9,2,2,1,2,0.70363787006318,0.70890692165587,London,0,car,0,0,1
2023006538,2023075205,1,7,30.0,3.218688,20,3,3,7,1,2,0,0,1.48008958378376,1.2584727249958,London,0,pt,0,0,1
2023015978,2023185556,1,10,115.0,22.530816,20,2,4,4,2,1,0,1,1.06365374983923,0.92927837437019,London,0,pt,1,1,2
2023015294,2023178410,1,10,73.0,16.64061696,21,2,3,5,2,4,0,0,1.52084019005849,1.38432001747334,London,0,pt,2,1,3
2023005257,2023059972,1,10,56.0,10.36417536,21,1,3,5,1,4,1,0,1.31671830645003,1.24296145158613,London,0,pt,4,1,5
2023008130,2023092838,1,3,20.0,4.184294400000001,22,1,4,8,1,4,1,1,1.45776142942091,1.29386736316652,London,0,car,0,0,1
2023008598,2023097895,1,3,20.0,11.265408,3,3,4,8,1,4,1,2,0.7555921635871,0.75798196619334,London,0,car,0,0,1
2023003984,2023045154,1,7,35.0,11.265408,4,1,3,8,2,2,0,1,1.52563359076874,1.34315397641891,London,0,pt,0,0,1
2023015423,2023179731,1,10,35.0,20.921472,-1,3,3,6,2,5,1,0,0.99443832637231,1.00409126665689,London,0,pt,0,0,1
2023007448,2023085800,1,3,5.0,3.218688,6,3,4,4,2,4,1,1,1.44100706305864,1.33812428944568,London,1,car,0,0,1
2023012535,2023144944,1,10,90.0,24.14016,6,5,3,5,2,2,0,0,0.92488623591218,0.84372222047161,London,1,pt,0,0,1
2023011690,2023135642,1,3,12.0,4.828032,6,4,3,9,2,4,1,2,0.42558917479409,0.50002187842164,London,1,car,0,0,1
2023000470,2023005297,1,7,30.0,9.8169984,6,5,3,8,1,5,1,0,1.01170091848496,1.07260512788717,London,1,pt,1,1,2
2023003778,2023042972,1,10,40.0,24.14016,7,4,3,7,2,1,1,4,0.91498816819258,0.90253134203609,London,1,pt,0,0,1
2023009877,2023112993,1,2,25.0,8.04672,7,3,3,7,2,4,1,1,0.68037924766017,0.67665487386717,London,1,bike,0,0,1
2023010263,2023117920,1,7,15.0,3.218688,7,3,3,8,2,2,0,0,1.02143226714021,1.03843490764378,London,1,pt,0,0,1
2023010263,2023117924,1,7,15.0,3.218688,7,5,3,8,2,2,0,0,1.02143226714021,1.03843490764378,London,1,pt,0,0,1
2023012820,2023148665,1,3,15.0,4.828032,7,3,3,8,2,3,1,1,1.02291494136836,1.03591881914827,London,1,car,0,0,1
2023005257,2023059975,1,7,28.0,8.04672,8,3,3,5,1,4,1,0,1.31671830645003,1.24296145158613,London,1,pt,1,1,2
2023006199,2023070735,1,10,40.0,17.702784,8,1,3,6,1,1,1,0,1.13399039853442,1.16642962447941,London,1,pt,1,1,2
2023014035,2023163301,1,3,15.0,3.218688,8,5,3,8,1,3,1,2,0.65673416692308,0.68845956112095,London,1,car,0,0,1
2023005270,2023060195,1,10,20.0,12.874752,8,1,3,8,2,2,1,2,0.66127507236925,0.68757595631883,London,1,pt,0,0,1
2023016829,2023195456,1,10,50.0,25.749504,8,3,3,5,2,2,0,1,1.18895708484682,1.15625075519373,London,1,pt,1,1,2
2023005683,2023064760,1,10,25.0,11.265408,8,1,3,7,2,1,1,1,1.94052447991371,1.33786702679751,London,1,pt,1,1,2
2023011917,2023138363,1,7,28.0,6.1155072,8,2,3,6,2,4,0,0,1.30046868600997,1.16213192277939,London,1,pt,0,0,1
2023017214,2023200164,1,7,50.0,6.9201792,9,5,4,7,2,4,0,0,0.96250624578742,1.07494322728087,London,1,pt,0,0,1
2023003196,2023037007,1,7,30.0,6.437376,9,1,2,7,2,1,0,1,1.71916731512107,1.20421713682957,London,1,pt,0,0,1
2023003196,2023037003,1,7,30.0,6.437376,9,5,2,7,2,1,0,1,1.55608932215223,1.20421713682957,London,1,pt,0,0,1
2023010268,2023117934,1,10,40.0,9.656064,10,4,3,5,2,1,0,0,1.32559411438497,1.26538532535198,London,0,pt,0,0,1
2023015114,2023176265,1,7,40.0,14.484096000000001,10,5,3,5,1,5,1,0,0.75922732910613,0.82985120135025,London,0,pt,1,1,2
2023008654,2023098510,1,10,90.0,24.14016,12,4,4,6,2,5,1,0,1.18715032161383,0.97577406464649,London,0,pt,1,1,2
2023003400,2023038806,1,3,10.0,4.828032,12,4,4,7,2,5,1,1,0.70196068365947,0.80588846625114,London,0,car,0,0,1
2023016827,2023195433,1,3,20.0,4.828032,14,2,3,7,2,2,1,1,1.12218103134989,1.15625075519373,London,0,car,0,0,1
2023000081,2023000748,1,3,15.0,8.04672,14,5,3,7,1,1,1,1,0.87654738061473,0.98506637903918,London,0,car,0,0,1
2023014228,2023165521,1,3,75.0,24.14016,15,5,3,8,1,2,1,1,1.17897739886852,0.74863684801882,London,0,car,0,0,1
2023007232,2023083448,1,7,25.0,3.218688,15,4,4,4,2,2,0,2,2.24139940657712,1.82579596928245,London,0,pt,0,0,1
2023001977,2023023082,1,7,50.0,9.656064,15,4,3,5,1,5,0,1,1.26654603154087,1.14580226179841,London,0,pt,0,0,1
2023008609,2023098052,1,3,30.0,32.18688,16,4,4,8,2,4,1,1,0.8120850317123,0.8600979342539,London,1,car,0,0,1
2023011249,2023130880,1,3,20.0,4.828032,16,4,3,6,2,4,1,2,0.60114233553946,0.57708876352892,London,1,car,0,0,1
2023014087,2023163897,1,7,30.0,5.632704,16,5,3,7,2,2,1,0,0.54183848110256,0.54370520302379,London,1,pt,0,0,1
2023005267,2023060154,1,10,70.0,11.265408,17,2,3,7,2,5,1,2,1.08912167211243,1.10826415734204,London,1,pt,1,1,2
2023012535,2023144943,1,10,90.0,24.14016,17,4,3,5,2,2,0,0,0.92488623591218,0.84372222047161,London,1,pt,0,0,1
2023000187,2023002184,1,7,60.0,12.874752,17,3,3,7,2,4,0,1,0.69363053899805,0.75547323081436,London,1,pt,0,0,1
2023003567,2023040610,1,10,23.0,3.0577536,17,2,3,5,1,5,0,0,1.86189440785973,1.61923863807691,London,1,pt,0,0,1
2023012512,2023144783,1,10,30.0,4.828032,17,2,3,6,1,5,1,1,0.85946591251547,0.59023916009319,London,1,pt,0,0,1
2023006422,2023073588,1,2,30.0,6.437376,17,2,3,7,1,1,1,1,1.18755600949115,1.17810093400885,London,1,bike,0,0,1
2023006422,2023073579,1,2,30.0,6.437376,17,4,3,7,1,1,1,1,1.13886890216907,1.17810093400885,London,1,bike,0,0,1
2023010298,2023118235,1,3,30.0,4.828032,17,5,3,9,1,5,1,2,0.65853007904841,0.60326205065343,London,1,car,0,0,1
2023007472,2023086026,1,3,40.0,12.5528832,17,2,3,7,1,2,1,1,1.07093588343086,1.13745989049591,London,1,car,0,0,1
2023010581,2023121893,1,13,8.0,1.609344,17,4,3,6,1,4,1,1,1.0918804546355,0.97815020387127,London,1,pt,0,0,1
2023010942,2023126741,1,3,40.0,19.312128,18,1,3,8,1,5,1,1,0.80055974090716,0.87361004758618,London,1,car,0,0,1
2023000478,2023005368,1,10,50.0,11.265408,18,2,3,6,1,5,1,2,0.65033133540307,0.65440595076195,London,1,pt,0,0,1
2023012519,2023144843,1,10,45.0,9.656064,18,4,3,6,1,5,1,0,1.22433206044548,1.13290741173158,London,1,pt,0,0,1
2023012542,2023145023,1,7,45.0,6.437376,20,4,3,5,2,5,0,0,1.21728027312062,0.97107590691115,London,0,pt,0,0,1
2023012542,2023145019,1,7,45.0,6.437376,20,1,3,5,2,5,0,0,1.16737453829648,0.97107590691115,London,0,pt,0,0,1
2023014230,2023165540,1,10,60.0,8.04672,20,5,3,4,2,2,0,1,1.17897739886852,0.74863684801882,London,0,pt,0,0,1
2023007231,2023083439,1,3,45.0,5.3108352,20,5,4,8,1,2,1,2,2.24139940657712,1.82579596928245,London,0,car,0,0,1
2023002170,2023025042,1,10,35.0,16.09344,22,2,3,5,2,5,0,0,1.08756568979428,1.11519796120695,London,0,pt,1,1,2
2023016397,2023190629,1,10,60.0,24.14016,5,3,3,8,1,5,0,1,1.09502549135973,1.08027569178046,London,0,pt,1,1,2
2023013090,2023151944,1,3,30.0,48.28032,5,5,3,5,1,3,1,3,1.37782872049458,1.03644713326721,London,0,car,0,0,1
2023016394,2023190609,1,3,10.0,4.828032,5,3,3,6,1,5,1,1,1.09502549135973,1.08027569178046,London,0,car,0,0,1
2023009948,2023113746,1,3,20.0,14.162227200000002,5,4,3,9,1,2,1,2,0.43852393601638,0.5204580700003,London,0,car,0,0,1
2023009815,2023112265,1,7,30.0,8.04672,5,1,2,6,1,3,0,1,1.31919021710667,1.13120148484185,London,0,pt,0,0,1
2023007460,2023085905,1,3,15.0,4.828032,6,2,3,7,1,2,1,0,1.51363412238475,1.55670095023826,London,1,car,0,0,1
2023002186,2023025162,1,3,25.0,6.437376,6,3,3,7,1,4,1,1,1.30861524879422,1.15590300930255,London,1,car,0,0,1
2023014374,2023167538,1,3,20.0,6.437376,6,4,3,9,1,5,1,1,0.77752821438252,0.83204548897848,London,1,car,0,0,1
2023005271,2023060212,1,3,30.0,16.09344,6,4,3,9,1,2,1,2,0.73057662856343,0.68757595631883,London,1,car,0,0,1
2023008164,2023093172,1,10,30.0,3.218688,7,4,4,5,2,5,1,0,1.23190603656941,1.20294343887306,London,1,pt,0,0,1
2023010942,2023126732,1,3,30.0,16.09344,7,4,3,8,1,5,1,1,0.767738604294,0.87361004758618,London,1,car,0,0,1
2023015300,2023178478,1,10,64.0,13.260994560000002,7,1,3,8,1,5,1,1,0.7193678208169,0.77913102202726,London,1,pt,2,1,3
2023011932,2023138447,1,10,32.0,17.702784,8,4,3,6,1,5,1,0,1.03897695999965,0.94586802238849,London,1,pt,1,1,2
2023006206,2023070797,1,3,20.0,6.437376,8,5,3,8,2,1,1,1,1.36250081635537,1.40342996161731,London,1,car,0,0,1
2023004054,2023045975,1,2,40.0,9.656064,8,3,3,8,1,4,1,1,1.47915966335281,1.45305038923539,London,1,bike,0,0,1
2023011237,2023130791,1,10,40.0,24.14016,8,3,3,5,1,4,0,0,1.34420220552959,1.24278048227289,London,1,pt,0,0,1
2023008121,2023092735,1,7,30.0,4.828032,8,1,4,7,2,1,0,0,1.77600229768462,1.40046822936134,London,1,pt,0,0,1
2023006428,2023073669,1,10,30.0,4.828032,9,2,3,6,1,5,0,0,1.74801007445017,1.68461305879176,London,1,pt,0,0,1
2023006214,2023070837,1,2,15.0,4.828032,9,1,3,8,2,3,1,1,0.80903823983058,0.96349045755538,London,1,bike,0,0,1
2023010937,2023126667,1,3,20.0,8.851392,10,4,3,6,1,3,1,1,0.49640388686813,0.52584098220166,London,0,car,0,0,1
2023001222,2023014295,1,2,15.0,4.02336,11,1,3,5,1,2,0,0,2.21790147045815,1.85058510746342,London,0,bike,0,0,1
2023014083,2023163842,1,3,35.0,11.265408,12,1,3,7,2,3,1,2,0.54230745666544,0.57996465732677,London,0,car,0,0,1
2023005091,2023058131,1,10,60.0,14.484096000000001,12,2,3,6,1,5,1,1,1.35473019889856,1.20533904461749,London,0,pt,0,0,1
2023003977,2023045071,1,7,40.0,6.759244800000001,13,1,2,5,1,4,0,1,0.97090524888429,0.92500200558976,London,0,pt,0,0,1
2023001613,2023018881,1,3,20.0,4.828032,13,4,3,7,2,2,1,1,2.05087321255272,1.7959153948711,London,0,car,0,0,1
2023003984,2023045155,1,7,40.0,11.265408,14,1,3,8,2,2,0,1,1.52563359076874,1.34315397641891,London,0,pt,0,0,1
2023004771,2023054519,1,3,35.0,16.09344,14,1,3,8,1,3,1,1,1.14885375961703,1.12488785061851,London,0,car,0,0,1
2023016394,2023190612,1,3,10.0,4.828032,15,4,3,6,1,5,1,1,1.09502549135973,1.08027569178046,London,0,car,0,0,1
2023016397,2023190634,1,7,60.0,24.14016,15,5,3,8,1,5,0,1,1.09502549135973,1.08027569178046,London,0,pt,1,1,2
2023001977,2023023078,1,7,50.0,9.656064,15,2,3,5,1,5,0,1,1.21462051217744,1.14580226179841,London,0,pt,0,0,1
2023006280,2023071722,1,3,90.0,22.530816,16,3,3,7,1,4,1,1,0.93379261047613,0.97475098676208,London,1,car,0,0,1
2023001975,2023023052,1,3,30.0,8.04672,16,1,3,9,1,5,1,1,1.21462051217744,1.14580226179841,London,1,car,0,0,1
2023001614,2023018894,1,10,45.0,9.656064,16,1,3,5,2,2,0,1,1.9667920547753,1.7959153948711,London,1,pt,1,1,2
2023001963,2023022954,1,3,30.0,16.09344,17,1,3,6,1,1,1,2,0.87909649031115,0.92605477598523,London,1,car,0,0,1
2023012521,2023144854,1,10,40.0,8.04672,17,4,4,5,2,1,0,0,1.59576669378532,1.41151440206212,London,1,pt,0,0,1
2023003255,2023037397,1,10,60.0,24.14016,18,4,4,7,1,5,1,1,1.33534294087412,1.1911402928865,London,1,pt,0,0,1
2023017237,2023200447,1,2,90.0,14.999086080000001,18,1,3,7,2,4,1,0,1.09749684445658,1.23982835472661,London,1,bike,0,0,1
2023000420,2023004968,1,10,62.0,11.265408,18,3,3,6,2,5,0,0,1.40210306244553,1.37974157782634,London,1,pt,2,1,3
2023014241,2023165601,1,2,30.0,2.414016,18,3,3,8,2,5,1,1,1.17170017715433,1.24758605688286,London,1,bike,0,0,1
2023010923,2023126515,1,3,30.0,6.437376,18,5,3,7,1,2,1,1,0.65317479219389,0.66766184017288,London,1,car,0,0,1
